"file","caption","alt_text","category","png_time","StartTime"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio21_natmort.png","Natural mortality",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio24_time-varying_M2_pred1.png","Time-varying mortality and growth parameters",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio24_time-varying_M2_pred1_s2.png","Time-varying mortality and growth parameters",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio24_time-varying_M2_pred1_s3.png","Time-varying mortality and growth parameters",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"bio24_time-varying_M2_pred1_s4.png","Time-varying mortality and growth parameters",NA,"Bio",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel02_multiple_fleets_age1.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel09_len_flt1sex1.png","Ending year selectivity for Fleet",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel09_len_flt2sex1.png","Ending year selectivity for Seals",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel09_len_flt3sex1.png","Ending year selectivity for CPUE",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel09_len_flt4sex1.png","Ending year selectivity for Acoustic",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for Fleet",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for Seals",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel21_agelen_contour_flt3sex1.png","Ending year selectivity and growth for CPUE",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"sel21_agelen_contour_flt4sex1.png","Ending year selectivity and growth for Acoustic",NA,"Sel",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: B/B_MSY",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts3_Total_biomass_(mt)_at_beginning_of_season_1.png","Total biomass (mt) at beginning of season 1",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts6_Summary_biomass_(mt)_at_beginning_of_season_1.png","Summary biomass (mt) at beginning of season 1",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning biomass (mt) in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SR_curve.png","Stock-recruit curve.  Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SR_curve2.png","Stock-recruit curve with labels on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SR_resids.png","Deviations around the stock-recruit curve. Labels are on first, last, and years with (log) deviations > 0.5. Point colors indicate year, with warmer colors indicating earlier years and cooler colors in showing later years.",NA,"S-R",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"catch1 landings.png","landings",NA,"Catch",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"catch2 landings stacked.png","landings stacked",NA,"Catch",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"catch9 harvest rate.png","harvest rate",NA,"Catch",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"catch10 landings aggregated across seasons.png"," landings aggregated across seasons",NA,"Catch",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SPR1_series.png","Timeseries of SPR. Horizontal line is at SPR_at_B40%: 0.438",NA,"SPR",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SPR3_ratiointerval.png","Timeseries of SPR ratio: (1-SPR)/(1-SPR_at_B40%)",NA,"SPR",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"SPR4_phase.png","Phase plot of biomass ratio vs. SPR ratio.<br> Each point represents the biomass ratio at the start of the year and the relative fishing intensity in that same year. Warmer colors (red) represent early years and colder colors (blue) represent recent years. ",NA,"SPR",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"discard_fitSeals.png","Total discard for Seals",NA,"Discard",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index2_cpuefit_CPUE.png","Fit to index data for CPUE. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index3_obs_vs_exp_CPUE.png","Observed vs. expected index values with smoother for CPUE",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index5_logcpuefit_CPUE.png","Fit to log index data on log scale for CPUE. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index6_log_obs_vs_exp_CPUE.png","log(observed) vs. log(expected) index values with smoother for CPUE",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index10_resids_SE_total_CPUE.png","Residuals of fit to index for CPUE.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index12_resids_SE_total_CPUE.png","Deviations for fit to index for CPUE.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index2_cpuefit_Acoustic.png","Fit to index data for Acoustic. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index3_obs_vs_exp_Acoustic.png","Observed vs. expected index values with smoother for Acoustic",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index5_logcpuefit_Acoustic.png","Fit to log index data on log scale for Acoustic. Lines indicate 95% uncertainty interval around index values based on the model assumption of lognormal error. Thicker lines (if present) indicate input uncertainty before addition of estimated additional uncertainty parameter.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index6_log_obs_vs_exp_Acoustic.png","log(observed) vs. log(expected) index values with smoother for Acoustic",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index10_resids_SE_total_Acoustic.png","Residuals of fit to index for Acoustic.<br>Values are (log(Obs) - log(Exp))/SE where SE is the total standard error including any estimated additional uncertainty.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"index12_resids_SE_total_Acoustic.png","Deviations for fit to index for Acoustic.<br>Values are log(Obs) - log(Exp) and thus independent of index uncertainty.",NA,"Index",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers1_sex1_beg.png","Beginning of season 1 expected numbers at age in (max ~ 1.2 billion)",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers1_sex1_mid.png","Middle of season 1 expected numbers at age in (max ~ 1.2 billion)",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers6_len_sex1.png","Beginning of season 1 expected numbers at length in (max ~ 1.2 billion)",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers6_len_sex1.png","Middle of season 1 expected numbers at length in (max ~ 793.1 million)",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers4_equilagecomp.png","Equilibrium age distribution",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers5_ageerrorSD.png","Ageing imprecision: SD of observed age (yr)",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"numbers10_ageerror_matrix_1.png","Distribution of observed age at true age 
 for ageing error type 1",NA,"Numbers",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit__aggregated_across_time.png","Length comps, aggregated across time by fleet.
 <br> Labels 'retained' and 'discard' indicate discarded or retained sampled for each fleet. Panels without this designation represent the whole catch.
",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit__multi-fleet_comparison.png","Pearson residuals,  comparing across fleets <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_flt1mkt0.png","Length comps, whole catch, Fleet.<br>'N input' is the input sample size. 'N adj.' is the sample size after adjustment by the Dirichlet-Multinomial <i>&#920</i> parameter based on the formula N adj. = 1 / (1+<i>&#920</i>) + N * <i>&#920</i> / (1+<i>&#920</i>). <br>For this fleet, <i>&#920</i> = 116.064 and the sample size multiplier is approximately <i>&#920</i> / (1+<i>&#920</i>) = 0.991. For more info, see <a href=https://doi.org/10.1016/j.fishres.2016.06.005>Thorson et al. (2017)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_residsflt1mkt0.png","Pearson residuals, whole catch, Fleet (max=2.68) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_timeseries_part0_Fleet.png","Mean length for Fleet with 95% confidence intervals based on current sample sizes (including any D-M weighting).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_TA1.8_Fleet.png","Mean length for Fleet with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Fleet:<br>1.3795 (0.9924-2.443) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_flt2mkt0.png","Length comps, whole catch, Seals.<br>'N input' is the input sample size. 'N adj.' is the sample size after adjustment by the Dirichlet-Multinomial <i>&#920</i> parameter based on the formula N adj. = 1 / (1+<i>&#920</i>) + N * <i>&#920</i> / (1+<i>&#920</i>). <br>For this fleet, <i>&#920</i> = 88.216 and the sample size multiplier is approximately <i>&#920</i> / (1+<i>&#920</i>) = 0.989. For more info, see <a href=https://doi.org/10.1016/j.fishres.2016.06.005>Thorson et al. (2017)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_residsflt2mkt0.png","Pearson residuals, whole catch, Seals (max=2.98) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_timeseries_part0_Seals.png","Mean length for Seals with 95% confidence intervals based on current sample sizes (including any D-M weighting).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_TA1.8_Seals.png","Mean length for Seals with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Seals:<br>1.7303 (1.1653-1092.3427) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_flt4mkt0.png","Length comps, whole catch, Acoustic.<br>'N input' is the input sample size. 'N adj.' is the sample size after adjustment by the Dirichlet-Multinomial <i>&#920</i> parameter based on the formula N adj. = 1 / (1+<i>&#920</i>) + N * <i>&#920</i> / (1+<i>&#920</i>). <br>For this fleet, <i>&#920</i> = 113.487 and the sample size multiplier is approximately <i>&#920</i> / (1+<i>&#920</i>) = 0.991. For more info, see <a href=https://doi.org/10.1016/j.fishres.2016.06.005>Thorson et al. (2017)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_residsflt4mkt0.png","Pearson residuals, whole catch, Acoustic (max=2.01) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_timeseries_part0_Acoustic.png","Mean length for Acoustic with 95% confidence intervals based on current sample sizes (including any D-M weighting).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_lenfit_data_weighting_TA1.8_Acoustic.png","Mean length for Acoustic with 95% confidence intervals based on current sample sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for len data from Acoustic:<br>1.0963 (0.6948-9.0142) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a>.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_gstlenfit_flt4mkt0.png","Excluded length comps, whole catch, Acoustic.<br><br>'N adj.' is the input sample size after data-weighting adjustment. N eff. is the calculated effective sample size used in the McAllister-Ianelli tuning method.",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_gstlenfit_residsflt4mkt0.png","Pearson residuals, whole catch, Acoustic (max=NA) <br> 
Closed bubbles are positive residuals (observed > expected) and open bubbles are negative residuals (observed < expected).",NA,"LenComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_data_weighting_timeseries_condAgeFleet.png","Mean age from conditional data (aggregated across length bins) for Fleet with 95% confidence intervals  based on current samples sizes (including any D-M weighting).",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_data_weighting_TA1.8_condAgeFleet.png","Mean age from conditional data (aggregated across length bins) for Fleet with 95% confidence intervals  based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for conditional age-at-length data from Fleet:<br>5.8133 (3.6688-14.4595) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a> and  <a href=https://doi.org/10.1016/j.fishres.2015.12.006> Punt (2017)</a>.",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt1mkt0_page1.png","Conditional AAL plot, whole catch, Fleet (plot 1 of 5)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and exp.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and exp.) with 90% CIs based on the chi-square distribution.",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt1mkt0_page2.png","Conditional AAL plot, whole catch, Fleet (plot 2 of 5)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt1mkt0_page3.png","Conditional AAL plot, whole catch, Fleet (plot 3 of 5)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt1mkt0_page4.png","Conditional AAL plot, whole catch, Fleet (plot 4 of 5)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt1mkt0_page5.png","Conditional AAL plot, whole catch, Fleet (plot 5 of 5)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_data_weighting_timeseries_condAgeAcoustic.png","Mean age from conditional data (aggregated across length bins) for Acoustic with 95% confidence intervals  based on current samples sizes (including any D-M weighting).",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_data_weighting_TA1.8_condAgeAcoustic.png","Mean age from conditional data (aggregated across length bins) for Acoustic with 95% confidence intervals  based on current samples sizes.<br>Francis data weighting method TA1.8: thinner intervals (with capped ends) show result of further adjusting sample sizes based on suggested multiplier (with 95% interval) for conditional age-at-length data from Acoustic:<br>2.2354 (1.4488-7.5598) <br>For more info, see  <a href=https://doi.org/10.1139/f2011-025> Francis (2011)</a> and  <a href=https://doi.org/10.1016/j.fishres.2015.12.006> Punt (2017)</a>.",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt4mkt0_page1.png","Conditional AAL plot, whole catch, Acoustic (plot 1 of 3)
These plots show mean age and std. dev. in conditional A@L.<br>Left plots are mean A@L by size-class (obs. and exp.) with 90% CIs based on adding 1.64 SE of mean to the data.<br>Right plots in each pair are SE of mean A@L (obs. and exp.) with 90% CIs based on the chi-square distribution.",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt4mkt0_page2.png","Conditional AAL plot, whole catch, Acoustic (plot 2 of 3)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"comp_condAALfit_Andre_plotsflt4mkt0_page3.png","Conditional AAL plot, whole catch, Acoustic (plot 3 of 3)",NA,"A@LComp",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"yield1_yield_curve.png","Yield curve",NA,"Yield",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"yield2_yield_curve_with_refpoints.png","Yield curve with reference points",NA,"Yield",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"yield3_surplus_production.png","Surplus production vs. biomass plot. For interpretation, see<br> <blockquote>Walters, Hilborn, and  Christensen, 2008, Surplus production dynamics in declining and recovering fish populations. <i>Can. J. Fish. Aquat. Sci.</i> 65: 2536-2551.</blockquote>",NA,"Yield",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"yield4_YPR_timeseries.png","Time series of yield per recruit (kg)",NA,"Yield",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"data_plot.png","Data presence by year for each fleet and data type.",NA,"Data",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"data_plot2.png","Data presence by year for each fleet, where circle area is <br>  relative within a data type. Circles are proportional to <br>  total catch for catches; to precision for indices, discards, and <br>  mean body weight observations; and to total sample size for <br> compositions and mean weight- or length-at-age observations. <br> Observations excluded from the likelihood have <br> equal size for all years. <br> Note that since the circles are are scaled relative <br>  to maximum within each type, the scaling within separate plots <br>  should not be compared. <br>This is a seasonal model, so scaling is based on either <br>  the sum of samples within each year (for things like comps) <br>  or the average among observations within a year (for  <br>  things like index uncertainty).",NA,"Data",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"parameter_distributions_page1.png","Parameter distribution plots (plot 1 of 3). <br>Deviation parameters are not included. <br>Plotting range is equal to input limits on parameters. Use fitrange = TRUE to scale the range to the estimates.",NA,"Pars",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"parameter_distributions_page2.png","Parameter distribution plots (plot 2 of 3).",NA,"Pars",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"parameter_distributions_page3.png","Parameter distribution plots (plot 3 of 3).",NA,"Pars",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
"parameterchecks.html","<b>Estimated parameters (excluding deviation parameters)</b><br> Any parameter with a gradient value with an absolute value above 0.001 or a parameter on bounds is colored in red.",NA,"DiagnosticTables",2023-09-18 16:25:08,"StartTime: Mon Sep 18 16:22:04 2023"
